,Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
92,54202,Middle East,2020-10-08,2020,Oct,1,0,1,1,1,1,1,Heart attack,"Close to the border with Greece, MeriÃ§ District, Turkey",Gendarmerie General Command Turkey via IOM Turkey,"41.212249090466, 26.326521816406",Unknown,Unknown,Western Asia,5
93,54187,Europe,2020-10-08,2020,Oct,1,0,1,9,1,1,1,Accident,"On the old highway of Kavala-Thessaloniki, Eastern Macedonia and Thrace region, Greece",Regional Police Department of East Macedonia/Thrace via IOM Greece,"41.129512600000, 24.887719100000",Unknown,Unknown,Southern Europe,5
94,54190,US-Mexico Border,2020-10-07,2020,Oct,1,0,1,1,1,1,1,Starvation,"Unspecified location in the desert, Sonora, Mexico","Tu nota, Tiempo","29.297224700000, -110.330881400000",Unknown,"https://archive.vn/xzdM0, https://archive.vn/XAgxX",Central America,3
95,54189,Europe,2020-10-07,2020,Oct,2,0,2,1,1,2,1,Accident,"In Poljavnice, Novi Grad Municipality, Bosnia and Herzegovina","N1, Faktor","45.081024300000, 16.405641400000",Western Balkans,"https://archive.ph/Y1gal, https://archive.vn/8YCVP",Southern Europe,3
96,54214,South America,2020-10-07,2020,Oct,1,0,1,1,1,1,1,Health Condition,"In a bus going from Bogota to CÃºcuta, Colombia - found at the bus station in CÃºcuta","Noticias Caracol, La OpiniÃ³n","7.889097100000, -72.496689600000",Unknown,"https://archive.ph/gvn9j, https://archive.ph/2z1GW",South America,3
97,54186,North Africa,2020-10-07,2020,Oct,1,0,1,1,1,1,1,Unknown,"Remains found at Fadraaj, in the suburbs of Bani Walid, Libya",ALSALAM Baniwalid Association for Charity,"31.797583100000, 14.053676000000",Unknown,https://archive.ph/xVk6r,Northern Africa,4
98,54180,US-Mexico Border,2020-10-06,2020,Oct,1,0,1,1,1,1,1,Presumed drowinig,"El Patinadero, Nuevo Laredo, Tamaulipas, Mexico","LÃ­der Web, Hoy Tamaulipas","27.479048100000, -99.481405700000",Unknown,"https://archive.ph/s9UWP, https://archive.vn/AiiKX",Central America,3
99,54306,Sub-Saharan Africa,2020-10-06,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,"Body washed ashore at Hamo 5 Beach, GuÃ©diawaye, Senegal",SENEGO,"14.778255400000, -17.410296800000",Western African,https://archive.vn/jZYkZ,Uncategorized,1
100,54205,Middle East,2020-10-05,2020,Oct,4,0,4,6,1,1,1,Bomb explosion,"At the Syria-Turkey border close to KÄ±zÄ±ltepe, Mardin, Turkey",Mezopotamya Ajansi,"37.081444321642, 40.650207486719",Unknown,https://archive.vn/C7ZbS,Western Asia,1
101,54179,Europe,2020-10-05,2020,Oct,1,0,1,1,1,1,1,Health Condition,"In Ingrassia hospital in Palermo, Italy. He disembarked from the quarantine ship, Allegra, on 02.10.2020. He had been rescued by Open Arms on 08.09.2020 and the transhipment took place on 18.09.2020","Agenzia Italia, La Republicca","38.093256800000, 13.309957300000",Central Mediterranean,"https://archive.vn/z08YW, https://archive.vn/QYldr",Southern Europe,3
102,54181,North Africa,2020-10-04,2020,Oct,1,0,1,1,1,1,1,Accident,"In an abandoned building in the city center of Zuwara, Libya",Security Directorate Zuwara,"32.923458800000, 12.077541100000",Unknown,https://archive.vn/xBwAR,Northern Africa,5
103,54246,Middle East,2020-10-04,2020,Oct,2,0,2,70,1,1,1,Suffocation,"Inside a minivan, intercepted in Ä°pekyolu district, Van Province, Turkey",Anadolu Agency,"38.601426200000, 43.630910000000",Unknown,https://archive.vn/fiGwe,Western Asia,1
104,54206,US-Mexico Border,2020-10-03,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,"In the American Canal in El Paso, Texas, USA",El Diario de El Paso,"31.750529188231, -106.491244424910",Unknown,https://archive.vn/p10P5,Northern America,1
105,54177,North Africa,2020-10-03,2020,Oct,2,0,2,1,1,2,1,Starvation,"In a hospital in Las Palmas, Spain - Rescued the day before close to Pasito Blanco, San BartolomÃ© de Tirajana, Las Palmas, Spain;  after being at sea for 8 days.","El Diario, Txema Santana","28.100883700000, -15.465389700000",Western African,"https://archive.vn/4TntV, https://archive.vn/8ij7g, https://archive.vn/S1RPv",Uncategorized,3
106,54178,Horn of Africa,2020-10-02,2020,Oct,8,0,8,26,1,8,1,Drowning,"Unspecified location off the coast of Guehere, Djibouti",IOM Djibouti,"11.937876031096, 43.293900264063",Unknown,https://archive.ph/wGoDG,Uncategorized,4
107,54193,Central America,2020-10-02,2020,Oct,1,0,1,1,1,1,1,Unknown,"Chepigana, Darien province, Panama",Servicio Nacional de MigraciÃ³n PanamÃ¡,"8.301866000000, -78.054047000000",Darien Gap,https://archive.ph/RXR1j,Central America,5
108,54176,North Africa,2020-10-02,2020,Oct,1,0,1,30,1,1,1,Starvation,"Rescued close to Pasito Blanco, San BartolomÃ© de Tirajana, Las Palmas, Spain - They had been at sea for 8 days","La Provincia, Europa Press","27.650910665417, -15.641237592187",Western African,"https://archive.vn/JEOR7, https://archive.vn/x9Mho, https://archive.vn/S1RPv",Uncategorized,3
109,54174,US-Mexico Border,2020-10-01,2020,Oct,1,0,1,1,1,1,1,Presumed exposure,"On a ranch close to Encino, Brooks County, Texas, USA",Diario Cambio,"26.936162800000, -98.135282900000",Unknown,https://archive.vn/CJ5fM,Northern America,1
110,54173,Central America,2020-10-01,2020,Oct,1,0,1,1,1,1,1,Accident,"Highway CA13 at KM #300, close to Entre Rios, Puerto Barrios, Izabal, Guatemala","Cuarto Poder, Prensa Libre","15.634834100000, -88.521479500000",Unknown,"https://archive.vn/8vftw, https://archive.vn/Zyvfg, https://archive.ph/GeNRo",Central America,3
111,54172,Mediterranean,2020-10-01,2020,Oct,2,0,2,1,1,2,1,Presumed drowning,"Bodies washed ashore near of a Farwa Island, Zuwara, Libya.",IOM Libya,"33.122422433197, 11.729102610156",Central Mediterranean,Unknown,Uncategorized,4
112,54229,Mediterranean,2020-10-01,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,Remains recovered in the Strait of Gibraltar ,Helena Maleno,"35.998239800000, -5.687873600000",Western Mediterranean,https://archive.vn/egiN2,Uncategorized,4
113,54192,Central America,2020-10-01,2020,Oct,1,0,1,1,1,1,1,COVID-19,"Checkpoint (Puesto Avanzado de Vigilancia) ""Bajo Chiquito"", Darien province, Panama",Servicio Nacional de MigraciÃ³n PanamÃ¡,"7.868171300000, -77.836728200000",Darien Gap,https://archive.ph/RXR1j,Central America,5
114,54171,Mediterranean,2020-09-30,2020,Sep,1,0,1,1,1,1,1,Presumed hypothermia,"Body found at sea on a floating device, close to La Alcaidesa, Cadiz, Spain","El Diario, El Estrecho Digital","36.226415963865, -5.273848396484",Western Mediterranean,"https://archive.vn/t1P3Y, https://archive.vn/6KNhg",Uncategorized,3
115,54208,US-Mexico Border,2020-09-30,2020,Sep,1,0,1,1,1,1,1,Presumed drowning,"Rio Bravo, DÃ­az Ordaz, Tamaulipas, Mexico",El Chilito News,"26.234700803511, -98.580349807812",Unknown,https://archive.vn/X8LAL,Central America,1
116,54170,Europe,2020-09-30,2020,Sep,2,0,2,18,1,1,1,Injuries inflicted during fight,"In the immediate vicinity of the makeshift camp in Å½egar, BihaÄ, Bosnia and Herzegovina","Klix.ba, ANSAmed, via IOM Bosnia and Herzegovina","44.811962800000, 15.868564500000",Western Balkans,"https://archive.vn/1Cplp, https://archive.vn/SN8UM",Southern Europe,3
117,54225,Mediterranean,2020-09-29,2020,Sep,1,0,1,68,1,1,1,Unknown,"Boat rescued 3 nautical miles off the coast of Ben Gardane, Tunisia - They had left from Libya 7 days before",Migrant Rescue Watch,"33.418721955283, 11.552087816797",Central Mediterranean,https://archive.vn/0Jfdx,Uncategorized,4
118,54153,Mediterranean,2020-09-28,2020,Sep,5,0,5,1,1,5,1,Presumed drowning,"Bodies washed ashore near the beach of Equestrian Club, Zuwara, Libya",IOM Libya,"32.943053157263, 12.076511131738",Central Mediterranean,Unknown,Uncategorized,4
119,54152,Mediterranean,2020-09-28,2020,Sep,4,0,4,1,1,4,1,Presumed drowning,"Bodies washed ashore near the beach of Ra's Ajdir, Libya",IOM Libya,"33.148840900000, 11.563174400000",Central Mediterranean,Unknown,Uncategorized,4
120,54151,Mediterranean,2020-09-28,2020,Sep,1,3,3,1,1,1,1,Unknown,Unspecified location in the Alboran Sea - They had left from the coast of Ceuta 10 day before,"Murcia Today, Europa Press","36.001378841254, -5.408078090625",Western Mediterranean,"https://archive.ph/YSkPG, https://archive.vn/5HZzs",Uncategorized,3
121,54150,Europe,2020-09-27,2020,Sep,1,0,1,1,1,1,1,Presumed drowning,"Body found on the bank of the Drina river in the village of Tabanci, near Zvornik, Bosnia and Herzegovina","Sarajevo Times, N1 Info","44.482311621525, 19.131708027197",Western Balkans,"https://archive.vn/ljNIU, https://archive.vn/0tZqh",Southern Europe,3
122,54149,Mediterranean,2020-09-25,2020,Sep,1,15,15,120,1,11,1,Presumed drowning,"Off the coast of Al Khums, Libya. Last known location 34Â°04N 014Â°04E. Survivors were disembarkedt at Abusitta DP.",IOM Libya,"34.207194271095, 13.638115196715",Central Mediterranean,Unknown,Uncategorized,4
123,54155,Mediterranean,2020-09-25,2020,Sep,3,0,3,1,1,1,1,Presumed drowning,Bodies recovered at unspecified location off the coast of Algeria,Algeria Ministry of Defense,"36.247309194891, 0.181128765430",Western Mediterranean,https://archive.vn/s2BIa,Uncategorized,5
124,54148,Mediterranean,2020-09-25,2020,Sep,3,13,16,22,5,8,2,Presumed drowning,"Approximate location of rescue 34 02N 14 47E - Boat departed from Zliten, Libya on 23.09.2020. Survivors were disembarked at Tripoli Port.",IOM Libya,"33.958076585764, 14.820129784335",Central Mediterranean,Unknown,Uncategorized,4
125,54154,Central America,2020-09-25,2020,Sep,1,0,1,1,1,1,1,Accident,"On km. 108 of the train tracks, in Ejido Puente Negro, Sabinas, Coahuila, Mexico",ZÃ³calo,"28.440664200000, -100.755675900000",Unknown,https://archive.vn/yxWKh,Central America,1
126,54335,South America,2020-09-25,2020,Sep,1,0,1,1,1,1,1,"Bilateral pulmonary thromboembolism, pelvic venous thrombosis and a recent hysterectomy","In the Regional Hospital of ConcepciÃ³n, Bio Bio Region, Chile",Bio Bio Chile,"-36.824943400000, -73.037945100000",Unknown,https://archive.ph/9TRPl,South America,1
127,54258,South America,2020-09-24,2020,Sep,1,0,1,1,1,1,1,Murdered,"Soledad, Atlantic Department, Colombia",La Manada Digital,"10.921547200000, -74.768817300000",Unknown,https://archive.ph/91vEH,South America,1
128,54209,Mediterranean,2020-09-24,2020,Sep,1,0,1,1,1,1,1,Presumed drowning,"Bodies washed ashore at Al -Harsh, Libya",IOM Libya,"31.487075278135, 16.437315375000",Central Mediterranean,Unknown,Uncategorized,4
129,54156,Sub-Saharan Africa,2020-09-24,2020,Sep,10,0,10,14,1,1,1,Presumed drowning,"Unspecified location coast off the coast of Mayotte, France - The boat had departed from Anjouan island, Comoros on that same day.","Le Monde, Seneweb","-12.682844682524, 45.072860210938",Unknown,"https://bit.ly/3n2V115, https://bit.ly/3cG9BH7, https://bit.ly/3n0s3z5",Uncategorized,3
130,54169,US-Mexico Border,2020-09-23,2020,Sep,1,0,1,1,1,1,1,Presumed exposure,"Close to ""La aguja"" in the desert close to Phoenix, Arizona, USA",Municipios Puebla,"33.447024800000, -111.959139900000",Unknown,https://archive.vn/mVUOE,Northern America,1
131,54146,North Africa,2020-09-22,2020,Sep,1,0,1,1,1,1,1,Health Condition,"Hospital de La Candelaria, Santa Cruz de Tenerife, Tenerife, Canary Islands, Spain - after arriving by boat on 8 September",El Diario,"28.448062500000, -16.285614800000",Western African,https://archive.ph/NlrQw,Uncategorized,1
132,54158,East Asia,2020-09-22,2020,Sep,1,0,1,1,1,1,1,Murdered,"In North Korea's territorial waters - He disappeared about 10km from the border with North Korea, near the island of Yeonpyeong.","The New York Times, The Guardian","37.700802097170, 125.656856515620",Unknown,"https://archive.ph/84oIE, https://archive.vn/wdtGw",Uncategorized,3
133,54142,US-Mexico Border,2020-09-21,2020,Sep,1,0,1,1,1,1,1,Starvation,"Local hospital in Tucson, Pima County, Arizona, USA",US Border Patrol,"32.222606600000, -110.974710800000",Unknown,https://archive.ph/NkOUr,Northern America,5
134,54247,Mediterranean,2020-09-21,2020,Sep,4,0,4,1,1,4,1,Presumed drowning,Unspecified location off the coast of Libya,Alarm Phone,"33.231638338042, 14.547666937500",Central Mediterranean,Unknown,Uncategorized,4
135,54159,US-Mexico Border,2020-09-21,2020,Sep,1,0,1,1,1,1,1,Unknown,"On a ranch about 80 miles from the US-Mexico border, in Brooks County, Texas, USA",Breitbart,"27.027305700000, -98.221297900000",Unknown,https://archive.vn/hp9Hc,Northern America,1
136,54145,US-Mexico Border,2020-09-21,2020,Sep,1,0,1,1,1,1,1,Murdered,"East of Nogales, Arizona, USA",US Border Patrol,"31.340377500000, -110.934253200000",Unknown,https://archive.ph/fqdAH,Northern America,5
137,54144,Mediterranean,2020-09-21,2020,Sep,1,0,1,1,1,1,1,Presumed drowning,"Body recovered at Almutred Shore, Libya",IOM Libya,"31.374583615634, 17.140440375000",Central Mediterranean,Unknown,Uncategorized,4
138,54168,Europe,2020-09-20,2020,Sep,1,0,1,1,1,1,1,Accident,"GÃ¶kÃ§etepe National Park, KeÅan District, Edirne, Turkey",Kesaninnesesi via IOM Turkey,"40.638121900000, 26.611034200000",Unknown,https://archive.ph/LHwzK,Western Asia,1
139,54141,Southeast Asia,2020-09-20,2020,Sep,6,0,6,9,4,2,1,Drowning,"Bodies washed ashore at Bandar Penawar, Kota Tinggi, Johor, Malaysia","FMT News, The Star","1.564639900000, 104.245139300000",Unknown,"https://archive.vn/DrDK3, https://archive.vn/ERC9G",Uncategorized,3
140,54197,Central America,2020-09-19,2020,Sep,1,0,1,1,1,1,51,Health Condition,"Hospital de Alta Especialidad de Veracruz,Heroica de Veracruz City,Mexico","La Silla Rota, Cambio Digital","19.185576700000, -96.132169400000",Unknown,"https://archive.ph/siuEU, https://archive.vn/IQSwk",Central America,3
141,54140,Mediterranean,2020-09-19,2020,Sep,1,0,1,1,1,1,1,Presumed drowning,"Body recovered at Almutred Shore, Libya",IOM Libya,"31.636853939951, 17.492002875000",Central Mediterranean,Unknown,Uncategorized,4
142,54139,Mediterranean,2020-09-19,2020,Sep,1,0,1,1,1,1,1,Pressumed drowning,"Body recovered at Al harsha, Azzawaya, Libya",IOM Libya,"32.851682600378, 12.671927608984",Central Mediterranean,Unknown,Uncategorized,4
143,54138,Mediterranean,2020-09-19,2020,Sep,1,3,3,51,1,1,1,Presumed drowning,"Boat capsized off Garabulli, Libya",Alarm Phone,"32.826196796278, 13.697440925781",Central Mediterranean,"https://archive.vn/2hQPJ, https://archive.vn/7DDGP",Uncategorized,4
144,54157,Mediterranean,2020-09-19,2020,Sep,5,0,5,1,1,1,1,Presumed drowning,Bodies recovered at unspecified location off the coast of Algeria,Algeria Ministry of Defense,"36.683617561259, 1.669921875000",Western Mediterranean,https://archive.ph/UCMlh,Uncategorized,5
145,54136,Mediterranean,2020-09-19,2020,Sep,2,0,2,17,2,1,1,Drowning,"Off the coast of MuÄlaâs Bodrum district/Akyarlar, Turkey","Turkish Coast Guard, IOM Turkey","37.017961282704, 27.420926962891",Eastern Mediterranean,https://archive.ph/0fmEP,Uncategorized,5
146,54160,US-Mexico Border,2020-09-18,2020,Sep,1,0,1,1,1,1,1,Unknown,"45 minutes away from Arivaca, Pima County, Arizona, USA ",Toda Noticia,"31.577335100000, -111.331452200000",Unknown,https://archive.vn/HgzdL,Northern America,1
147,54198,US-Mexico Border,2020-09-18,2020,Sep,1,0,1,1,1,1,1,Presumed exposure,"Unspecified location close to Phoenix, Arizona, USA",NSS Oaxaca,"33.448377100000, -112.074037300000",Unknown,https://archive.vn/Upnp2,Northern America,1
148,54135,Mediterranean,2020-09-17,2020,Sep,1,1,1,13,1,1,1,Presumed drowning,"24 miles west of Carloforte, Sardinia, Italy","ANSA, L'Unione Sarda","39.150776501640, 8.342806239453",Central Mediterranean,"https://archive.vn/cnMUr, https://archive.ph/spU3g",Uncategorized,3
149,54134,Middle East,2020-09-17,2020,Sep,2,0,2,1,1,1,1,Murdered,"Gemici village, Uzunkopru district, Edirne, Turkey",Gendarmerie General Command Turkey via IOM Turkey,"41.314080000000, 26.558250000000",Unknown,Unknown,Western Asia,5
150,54133,Mediterranean,2020-09-17,2020,Sep,2,1,3,19,2,1,1,Drowning,"Close to Habibas island, Bouzedjar comune, Algeria ",LibertÃ© AlgÃ©rie,"35.723781400000, -1.132303700000",Western Mediterranean,https://archive.vn/Prp9X,Uncategorized,1
151,54132,Mediterranean,2020-09-17,2020,Sep,3,1,4,5,1,1,2,Drowning,"Bodies recovered 5,5 km north of Ouled Ghalem, 90 km east of Mostaganem, Algeria","TdG, Infobae","36.836715952738, 1.653220265625",Western Mediterranean,"https://archive.ph/KBefP, https://archive.vn/5LyPJ",Uncategorized,3
152,54122,Middle East,2020-09-14,2020,Sep,1,0,1,1,1,1,1,Heart attack,"Evros/MeriÃ§ River, Edirne District, Turkey - He had a heart attack while attempting to cross the river, he was taken to the hospital and was pronounced dead there",Gendarmerie General Command Turkey via IOM Turkey,"41.661485628906, 26.495976340820",Unknown,Unknown,Western Asia,5
153,54161,US-Mexico Border,2020-09-14,2020,Sep,1,0,1,1,1,1,1,Presumed drowning,"El Patinadero, Nuevo Laredo, Tamaulipas, Mexico",Agencia Informativa VMC,"27.479053800000, -99.481431500000",Unknown,https://archive.vn/fv9jV,Central America,1
154,54125,Mediterranean,2020-09-14,2020,Sep,2,22,24,45,1,24,1,Presumed drowning,"Unspecified location, north of Alzzawiya, Libya",IOM Libya,"33.121076423723, 12.518816471875",Central Mediterranean,Unknown,Uncategorized,4
155,54124,Mediterranean,2020-09-14,2020,Sep,4,0,4,1,2,2,2,Drowning,"Aegean Sea, 12 nautical miles east of the prefecture of Crete, Greece",Hellenic Coast Guard via IOM Greece,"35.091927679394, 27.445987850000",Eastern Mediterranean,https://archive.ph/iadQ4,Uncategorized,5
156,54123,US-Mexico Border,2020-09-14,2020,Sep,1,0,1,1,1,1,1,Presumed exposure,"On a ranch located south of the Falfurrias Border Patrol Checkpoint about 80 miles from the Texas-Mexico border, Brooks County, Texas, USA",Breitbart,"27.025097300000, -98.138399500000",Unknown,https://archive.vn/P1Phf,Northern America,1
157,54162,US-Mexico Border,2020-09-14,2020,Sep,1,0,1,1,1,1,1,Presumed drowning,"RÃ­o Bravo, Nuevo Laredo, Tamaulipas, Mexico",Vox Populi Noticias,"27.495658521882, -99.522764212012",Unknown,https://archive.vn/BKbx5,Central America,1
158,54120,US-Mexico Border,2020-09-13,2020,Sep,1,0,1,1,1,1,1,Accident,"Otay border crossing, Tijuana, Baja California, Mexico","El Sol de Tijuana, La Jornada","32.550569800000, -116.938583300000",Unknown,"https://archive.vn/dfj3V, https://archive.ph/JDFbx",Central America,3
159,54131,South America,2020-09-13,2020,Sep,1,0,1,1,1,1,1,Unknown,"""Trocha El Ãguila"", new Escobal and UreÃ±a neighborhood, Pedro Maria UreÃ±a Municipality, Venezuela",La Opinion,"7.916570259111, -72.463597072949",Unknown,https://archive.ph/s1zER,South America,1
